datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday_Name,Day,Week,Weekend,M01AB_Lag1,M01AB_MA7
2018-06-13,12.0,4.33,1.2,22.25,1.0,0.0,0.0,2.0,2018,6,276,Wednesday,13,24,0,2.34,5.571428571428571
2018-06-14,0.0,1.0,1.0,22.0,11.0,0.0,0.0,2.0,2018,6,276,Thursday,14,24,0,12.0,5.285714285714286
2018-06-15,1.0,0.066,0.3,11.133,10.0,0.0,8.0,2.0,2018,6,276,Friday,15,24,0,0.0,4.857142857142857
2018-06-16,3.34,6.383,5.0,10.0,5.0,0.0,2.0,7.0,2018,6,276,Saturday,16,24,1,1.0,4.191428571428572
2018-06-17,4.84,6.586,6.0,24.0,10.0,0.0,5.0,4.0,2018,6,276,Sunday,17,24,1,3.34,4.502857142857143
2018-06-18,4.5,1.33,2.1,14.0,4.0,0.0,1.0,6.0,2018,6,276,Monday,18,25,0,4.84,4.002857142857143
2018-06-19,4.0,3.34,4.0,23.0,8.0,0.0,5.0,3.0,2018,6,276,Tuesday,19,25,0,4.5,4.24
2018-06-20,3.66,4.528,2.5,15.062,8.0,3.0,11.0,2.6,2018,6,276,Wednesday,20,25,0,4.0,3.048571428571429
2018-06-21,3.35,2.913,4.0,36.0,5.0,0.0,5.0,10.5,2018,6,276,Thursday,21,25,0,3.66,3.527142857142857
2018-06-22,5.0,5.099,4.15,12.0,3.0,0.0,6.0,5.5,2018,6,276,Friday,22,25,0,3.35,4.098571428571428
2018-06-23,5.33,7.343,2.0,14.0,7.0,0.0,1.0,2.0,2018,6,276,Saturday,23,25,1,5.0,4.382857142857143
2018-06-24,1.67,4.746,2.0,29.0,10.0,0.0,0.0,3.0,2018,6,276,Sunday,24,25,1,5.33,3.9299999999999997
2018-06-25,3.33,3.099,0.0,31.062,12.0,3.0,5.0,2.0,2018,6,276,Monday,25,26,0,1.67,3.7628571428571425
2018-06-26,10.33,5.67,3.0,15.0,6.0,0.0,9.0,4.4,2018,6,276,Tuesday,26,26,0,3.33,4.667142857142857
2018-06-27,2.0,2.396,3.0,11.0,10.0,0.0,2.0,3.0,2018,6,276,Wednesday,27,26,0,10.33,4.430000000000001
2018-06-28,3.0,2.192,4.0,10.0,13.0,0.0,5.0,2.0,2018,6,276,Thursday,28,26,0,2.0,4.38
2018-06-29,1.0,3.0,2.0,10.0,8.0,0.0,0.0,4.0,2018,6,276,Friday,29,26,0,3.0,3.8085714285714287
2018-06-30,6.84,3.34,7.0,26.8,10.0,2.0,0.0,4.0,2018,6,276,Saturday,30,26,1,1.0,4.024285714285714
2018-07-01,2.0,3.693,1.0,22.0,7.0,0.0,10.0,4.0,2018,7,276,Sunday,1,26,1,6.84,4.071428571428571
2018-07-02,3.33,6.33,3.0,24.6,18.0,0.0,3.0,7.0,2018,7,276,Monday,2,27,0,2.0,4.071428571428571
2018-07-03,6.34,2.33,1.0,13.6,9.0,0.0,8.0,3.0,2018,7,276,Tuesday,3,27,0,3.33,3.5014285714285713
2018-07-04,1.0,2.83,3.5,16.25,6.0,0.0,22.0,7.0,2018,7,276,Wednesday,4,27,0,6.34,3.358571428571428
2018-07-05,4.33,2.759,4.0,15.0,6.0,3.0,3.0,1.0,2018,7,276,Thursday,5,27,0,1.0,3.5485714285714285
2018-07-06,2.33,5.33,1.25,20.0,15.0,0.0,0.0,6.0,2018,7,276,Friday,6,27,0,4.33,3.738571428571429
2018-07-07,6.33,8.52,7.0,19.0,14.0,0.0,0.0,5.5,2018,7,276,Saturday,7,27,1,2.33,3.665714285714286
2018-07-08,7.33,5.211,2.0,28.0,10.0,0.0,5.0,4.0,2018,7,276,Sunday,8,27,1,6.33,4.427142857142857
2018-07-09,3.33,2.0,4.0,31.0,12.0,3.0,0.0,3.0,2018,7,276,Monday,9,28,0,7.33,4.427142857142857
2018-07-10,6.0,6.36,4.0,34.0,9.0,2.0,2.0,4.0,2018,7,276,Tuesday,10,28,0,3.33,4.378571428571428
2018-07-11,10.0,3.363,3.0,29.4,13.0,0.0,6.0,2.0,2018,7,276,Wednesday,11,28,0,6.0,5.664285714285714
2018-07-12,3.0,4.34,7.0,24.0,11.0,4.0,0.0,3.0,2018,7,276,Thursday,12,28,0,10.0,5.474285714285714
2018-07-13,1.34,2.67,1.15,22.0,5.0,0.0,2.0,3.0,2018,7,276,Friday,13,28,0,3.0,5.332857142857144
2018-07-14,0.0,3.2,0.0,26.0,8.0,0.0,0.0,1.4,2018,7,276,Saturday,14,28,1,1.34,4.428571428571429
2018-07-15,10.0,9.42,3.5,23.0,4.0,0.0,1.0,7.0,2018,7,276,Sunday,15,28,1,0.0,4.8100000000000005
2018-07-16,9.33,5.023,1.0,22.0,8.0,0.0,0.0,3.0,2018,7,276,Monday,16,29,0,10.0,5.667142857142857
2018-07-17,2.33,3.66,2.0,29.4,13.0,0.0,0.0,6.0,2018,7,276,Tuesday,17,29,0,9.33,5.142857142857143
2018-07-18,2.5,2.837,5.0,10.0,17.0,0.0,12.0,6.0,2018,7,276,Wednesday,18,29,0,2.33,4.071428571428571
2018-07-19,6.84,4.0,3.0,16.0,14.0,1.0,0.0,3.0,2018,7,276,Thursday,19,29,0,2.5,4.62
2018-07-20,5.0,7.177,5.0,35.2,2.0,1.0,2.0,4.0,2018,7,276,Friday,20,29,0,6.84,5.142857142857143
2018-07-21,4.0,5.02,0.3,22.0,7.0,0.0,5.0,1.0,2018,7,276,Saturday,21,29,1,5.0,5.714285714285714
2018-07-22,3.66,4.34,0.0,31.0,4.0,0.0,5.0,6.0,2018,7,276,Sunday,22,29,1,4.0,4.808571428571428
2018-07-23,8.68,1.863,2.1,12.0,15.0,1.0,0.0,5.3,2018,7,276,Monday,23,30,0,3.66,4.715714285714286
2018-07-24,9.68,4.0,2.0,22.0,4.0,1.0,2.0,2.0,2018,7,276,Tuesday,24,30,0,8.68,5.765714285714286
2018-07-25,5.0,2.68,2.0,16.0,7.0,0.0,0.0,2.0,2018,7,276,Wednesday,25,30,0,9.68,6.122857142857143
2018-07-26,4.33,1.827,5.0,24.0,4.0,0.0,1.0,4.0,2018,7,276,Thursday,26,30,0,5.0,5.764285714285713
2018-07-27,2.34,3.34,3.0,19.4,11.0,0.0,1.0,6.0,2018,7,276,Friday,27,30,0,4.33,5.384285714285714
2018-07-28,6.0,4.01,1.0,24.5,9.0,0.0,0.0,3.0,2018,7,276,Saturday,28,30,1,2.34,5.67
2018-07-29,3.5,4.35,2.1,9.0,7.0,1.0,0.0,3.0,2018,7,276,Sunday,29,30,1,6.0,5.647142857142858
2018-07-30,3.0,6.33,5.3,26.0,9.0,2.0,0.0,4.0,2018,7,276,Monday,30,31,0,3.5,4.835714285714286
2018-07-31,7.33,3.736,3.0,13.0,5.0,0.0,0.0,3.0,2018,7,276,Tuesday,31,31,0,3.0,4.5
2018-08-01,1.0,2.34,1.0,14.0,9.0,1.0,1.0,7.0,2018,8,276,Wednesday,1,31,0,7.33,3.9285714285714284
2018-08-02,0.0,1.0,0.0,11.0,11.0,0.0,2.0,5.0,2018,8,276,Thursday,2,31,0,1.0,3.31
2018-08-03,4.01,2.67,2.0,21.0,9.0,0.0,0.0,1.0,2018,8,276,Friday,3,31,0,0.0,3.548571428571428
2018-08-04,5.0,3.87,2.0,8.0,11.0,3.0,0.0,8.0,2018,8,276,Saturday,4,31,1,4.01,3.4057142857142852
2018-08-05,6.0,0.99,5.0,13.0,4.0,2.0,6.0,1.3,2018,8,276,Sunday,5,31,1,5.0,3.7628571428571425
2018-08-06,8.33,6.165,2.0,21.388,7.0,0.0,6.0,2.0,2018,8,276,Monday,6,32,0,6.0,4.524285714285714
2018-08-07,2.33,2.67,8.0,15.0,7.0,1.0,1.0,3.0,2018,8,276,Tuesday,7,32,0,8.33,3.81
2018-08-08,4.33,2.793,2.0,10.0,13.0,0.0,0.0,2.0,2018,8,276,Wednesday,8,32,0,2.33,4.285714285714286
2018-08-09,2.67,3.066,1.0,29.4,13.0,0.0,0.0,2.0,2018,8,276,Thursday,9,32,0,4.33,4.667142857142857
2018-08-10,6.0,4.0,4.0,19.0,4.0,0.0,0.0,2.0,2018,8,276,Friday,10,32,0,2.67,4.951428571428572
2018-08-11,4.0,4.133,6.0,37.0,16.0,1.0,5.0,10.0,2018,8,276,Saturday,11,32,1,6.0,4.808571428571429
2018-08-12,10.99,4.99,6.0,16.0,6.0,0.0,1.0,2.0,2018,8,276,Sunday,12,32,1,4.0,5.521428571428572
2018-08-13,3.33,5.02,2.0,23.25,15.0,0.0,3.0,2.0,2018,8,276,Monday,13,33,0,10.99,4.807142857142857
2018-08-14,1.33,2.736,5.0,12.0,9.0,0.0,4.0,5.0,2018,8,276,Tuesday,14,33,0,3.33,4.6642857142857155
2018-08-15,8.34,4.199,2.0,32.2,13.0,2.0,0.0,1.0,2018,8,276,Wednesday,15,33,0,1.33,5.237142857142857
2018-08-16,3.33,8.729,4.0,27.4,6.0,3.0,5.0,5.0,2018,8,276,Thursday,16,33,0,8.34,5.331428571428572
2018-08-17,2.33,2.99,2.4,23.0,5.0,1.0,5.0,1.0,2018,8,276,Friday,17,33,0,3.33,4.807142857142857
2018-08-18,6.33,5.34,0.0,32.1,5.0,1.0,6.0,0.0,2018,8,276,Saturday,18,33,1,2.33,5.14
2018-08-19,6.33,4.495,1.0,19.9,3.0,0.0,5.0,6.0,2018,8,276,Sunday,19,33,1,6.33,4.474285714285714
2018-08-20,4.0,5.68,4.2,21.4,7.0,0.0,20.0,3.0,2018,8,276,Monday,20,34,0,6.33,4.57
2018-08-21,2.34,3.0,2.15,26.2,4.0,1.0,1.0,4.0,2018,8,276,Tuesday,21,34,0,4.0,4.714285714285714
2018-08-22,5.0,4.33,0.0,18.0,4.0,1.0,0.0,4.0,2018,8,276,Wednesday,22,34,0,2.34,4.2371428571428575
2018-08-23,5.0,4.067,4.0,35.0,8.0,0.0,23.0,3.0,2018,8,276,Thursday,23,34,0,5.0,4.475714285714285
2018-08-24,4.0,2.34,1.0,38.5,7.0,0.0,21.0,4.0,2018,8,276,Friday,24,34,0,5.0,4.714285714285714
2018-08-25,3.67,4.01,3.2,27.0,4.0,0.0,6.0,2.5,2018,8,276,Saturday,25,34,1,4.0,4.3342857142857145
2018-08-26,11.33,6.67,4.0,57.0,10.0,0.0,8.0,4.3,2018,8,276,Sunday,26,34,1,3.67,5.048571428571429
2018-08-27,3.34,1.0,9.0,16.0,6.0,0.0,1.0,1.0,2018,8,276,Monday,27,35,0,11.33,4.954285714285715
2018-08-28,2.0,2.68,1.0,26.4,7.0,1.0,0.0,3.0,2018,8,276,Tuesday,28,35,0,3.34,4.905714285714287
2018-08-29,6.67,2.67,1.3,28.5,10.0,1.0,5.0,3.0,2018,8,276,Wednesday,29,35,0,2.0,5.144285714285714
2018-08-30,2.33,2.736,3.0,38.0,7.0,0.0,4.0,2.0,2018,8,276,Thursday,30,35,0,6.67,4.762857142857143
2018-08-31,4.34,3.34,0.0,17.2,13.0,1.0,20.0,4.0,2018,8,276,Friday,31,35,0,2.33,4.811428571428571
2018-09-01,2.34,0.0,2.2,19.0,6.0,1.0,1.0,2.0,2018,9,276,Saturday,1,35,1,4.34,4.621428571428571
2018-09-02,6.68,5.373,3.0,20.0,5.0,0.0,5.0,2.0,2018,9,276,Sunday,2,35,1,2.34,3.957142857142857
2018-09-03,1.0,2.02,2.0,27.4,12.0,0.0,0.0,4.0,2018,9,276,Monday,3,36,0,6.68,3.6228571428571428
2018-09-04,4.0,1.086,1.0,22.0,7.0,0.0,3.0,2.0,2018,9,276,Tuesday,4,36,0,1.0,3.9085714285714284
2018-09-05,6.5,3.33,1.5,28.0,11.0,0.0,3.0,2.0,2018,9,276,Wednesday,5,36,0,4.0,3.884285714285714
2018-09-06,6.66,4.056,3.0,18.4,13.0,0.0,5.0,0.0,2018,9,276,Thursday,6,36,0,6.5,4.502857142857143
2018-09-07,2.0,1.746,4.0,42.0,6.0,0.0,22.0,7.7,2018,9,276,Friday,7,36,0,6.66,4.168571428571428
2018-09-08,10.0,2.34,6.1,35.4,12.0,0.0,10.0,1.0,2018,9,276,Saturday,8,36,1,2.0,5.262857142857143
2018-09-09,4.0,5.944,0.0,50.0,2.0,0.0,0.0,5.0,2018,9,276,Sunday,9,36,1,10.0,4.88
2018-09-10,7.0,2.406,2.0,49.4,14.0,3.0,1.0,2.0,2018,9,276,Monday,10,37,0,4.0,5.737142857142857
2018-09-11,9.0,2.726,3.0,50.6,15.0,0.0,6.0,4.0,2018,9,276,Tuesday,11,37,0,7.0,6.451428571428571
2018-09-12,4.0,3.0,2.0,35.0,18.0,0.0,5.0,0.0,2018,9,276,Wednesday,12,37,0,9.0,6.094285714285713
2018-09-13,2.83,3.086,1.0,20.6,5.0,2.0,12.0,2.0,2018,9,276,Thursday,13,37,0,4.0,5.547142857142858
2018-09-14,8.0,7.02,4.0,54.0,7.0,0.0,1.0,2.0,2018,9,276,Friday,14,37,0,2.83,6.404285714285714
2018-09-15,6.0,2.01,4.0,19.7,6.0,0.0,10.0,4.4,2018,9,276,Saturday,15,37,1,8.0,5.832857142857143
2018-09-16,3.33,0.67,3.25,24.25,6.0,1.0,7.0,3.0,2018,9,276,Sunday,16,37,1,6.0,5.737142857142857
2018-09-17,3.0,2.33,3.75,44.4,10.0,1.0,5.0,0.0,2018,9,276,Monday,17,38,0,3.33,5.1657142857142855
2018-09-18,4.34,3.0,3.7,20.0,6.0,0.0,1.0,5.0,2018,9,276,Tuesday,18,38,0,3.0,4.5
2018-09-19,6.0,3.68,2.0,26.0,10.0,0.0,9.0,7.0,2018,9,276,Wednesday,19,38,0,4.34,4.785714285714286
2018-09-20,2.0,4.067,2.0,24.2,13.0,1.0,0.0,5.0,2018,9,276,Thursday,20,38,0,6.0,4.667142857142857
2018-09-21,4.66,5.837,1.0,33.1,10.0,0.0,1.0,3.0,2018,9,276,Friday,21,38,0,2.0,4.19
2018-09-22,6.0,3.833,1.5,31.6,6.0,1.0,23.0,3.0,2018,9,276,Saturday,22,38,1,4.66,4.1899999999999995
2018-09-23,7.34,9.439,3.25,42.862,9.0,0.0,8.0,5.0,2018,9,276,Sunday,23,38,1,6.0,4.762857142857143
2018-09-24,7.33,3.67,5.5,53.8,7.0,0.0,9.0,2.0,2018,9,276,Monday,24,39,0,7.34,5.381428571428572
2018-09-25,6.0,4.736,3.3,53.85,11.0,0.0,22.0,2.0,2018,9,276,Tuesday,25,39,0,7.33,5.618571428571428
2018-09-26,3.0,9.0,6.0,41.4,9.0,1.0,0.0,3.0,2018,9,276,Wednesday,26,39,0,6.0,5.1899999999999995
2018-09-27,4.0,6.567,4.6,19.0,11.0,0.0,7.0,3.0,2018,9,276,Thursday,27,39,0,3.0,5.475714285714285
2018-09-28,2.0,4.68,3.7,40.6,3.0,0.0,5.0,3.0,2018,9,276,Friday,28,39,0,4.0,5.095714285714286
2018-09-29,3.5,5.33,2.15,57.7,4.0,0.0,21.0,1.0,2018,9,276,Saturday,29,39,1,2.0,4.738571428571428
2018-09-30,11.01,2.01,2.0,54.0,9.0,1.0,3.0,3.0,2018,9,276,Sunday,30,39,1,3.5,5.262857142857143
2018-10-01,3.0,4.932,1.0,53.0,10.0,0.0,21.0,3.0,2018,10,276,Monday,1,40,0,11.01,4.644285714285715
2018-10-02,6.0,3.91,3.5,18.6,7.0,0.0,6.0,0.0,2018,10,276,Tuesday,2,40,0,3.0,4.644285714285715
2018-10-03,6.0,3.33,3.0,34.9,12.0,2.0,5.0,4.0,2018,10,276,Wednesday,3,40,0,6.0,5.072857142857144
2018-10-04,6.0,3.36,2.0,32.0,12.0,1.0,5.0,0.0,2018,10,276,Thursday,4,40,0,6.0,5.358571428571429
2018-10-05,4.84,3.397,1.1,22.8,7.0,0.0,14.0,1.0,2018,10,276,Friday,5,40,0,6.0,5.764285714285714
2018-10-06,2.0,5.36,3.2,59.25,4.0,0.0,3.0,0.1,2018,10,276,Saturday,6,40,1,4.84,5.55
2018-10-07,2.68,7.35,2.0,42.4,8.0,0.0,9.0,1.0,2018,10,276,Sunday,7,40,1,2.0,4.36
2018-10-08,4.0,1.68,3.0,30.0,18.0,5.0,0.0,3.0,2018,10,276,Monday,8,41,0,2.68,4.502857142857143
2018-10-09,2.0,1.67,1.0,30.0,18.0,0.0,29.0,1.0,2018,10,276,Tuesday,9,41,0,4.0,3.9314285714285715
2018-10-10,9.0,8.01,4.1,41.2,13.0,0.0,20.0,2.0,2018,10,276,Wednesday,10,41,0,2.0,4.36
2018-10-11,2.0,2.33,2.1,31.0,15.0,0.0,0.0,1.0,2018,10,276,Thursday,11,41,0,9.0,3.7885714285714287
2018-10-12,6.33,4.363,1.0,26.0,6.0,0.0,1.0,6.0,2018,10,276,Friday,12,41,0,2.0,4.001428571428571
2018-10-13,6.99,4.507,3.25,29.6,8.0,0.0,6.0,3.0,2018,10,276,Saturday,13,41,1,6.33,4.714285714285714
2018-10-14,2.34,6.01,6.2,51.7,9.0,2.0,0.0,6.0,2018,10,276,Sunday,14,41,1,6.99,4.6657142857142855
2018-10-15,7.17,0.066,3.0,47.6,12.0,0.0,5.0,6.0,2018,10,276,Monday,15,42,0,2.34,5.118571428571428
2018-10-16,6.0,5.322,2.0,27.3,5.0,3.0,6.0,0.0,2018,10,276,Tuesday,16,42,0,7.17,5.6899999999999995
2018-10-17,2.33,6.0,4.0,52.2,5.0,0.0,1.0,4.0,2018,10,276,Wednesday,17,42,0,6.0,4.737142857142857
2018-10-18,4.34,3.0,1.1,14.0,9.0,1.0,10.0,5.0,2018,10,276,Thursday,18,42,0,2.33,5.071428571428571
2018-10-19,4.0,2.066,0.0,10.6,5.0,2.0,6.0,4.0,2018,10,276,Friday,19,42,0,4.34,4.738571428571428
2018-10-20,2.34,2.02,2.0,33.0,9.0,0.0,34.0,5.0,2018,10,276,Saturday,20,42,1,4.0,4.074285714285714
2018-10-21,6.67,8.69,1.0,56.3,5.0,3.0,5.0,1.0,2018,10,276,Sunday,21,42,1,2.34,4.692857142857143
2018-10-22,2.66,7.01,3.3,18.8,8.0,0.0,28.0,1.3,2018,10,276,Monday,22,43,0,6.67,4.048571428571428
2018-10-23,2.34,2.0,0.45,44.8,9.0,1.0,11.0,3.0,2018,10,276,Tuesday,23,43,0,2.66,3.525714285714286
2018-10-24,4.0,2.109,5.0,37.2,7.0,0.0,10.0,1.5,2018,10,276,Wednesday,24,43,0,2.34,3.7642857142857147
2018-10-25,5.33,5.429,3.0,52.2,12.0,0.0,33.0,3.0,2018,10,276,Thursday,25,43,0,4.0,3.9057142857142857
2018-10-26,4.0,5.373,4.6,44.0,14.0,1.0,14.0,1.0,2018,10,276,Friday,26,43,0,5.33,3.9057142857142857
2018-10-27,8.34,3.426,2.2,49.975,12.0,1.0,7.0,2.0,2018,10,276,Saturday,27,43,1,4.0,4.762857142857143
2018-10-28,5.33,5.33,1.6,53.75,9.0,3.0,13.0,3.0,2018,10,276,Sunday,28,43,1,8.34,4.571428571428571
2018-10-29,5.35,2.67,2.35,32.8,5.0,0.0,10.0,3.0,2018,10,276,Monday,29,44,0,5.33,4.9557142857142855
2018-10-30,9.33,4.0,1.0,18.2,7.0,0.0,13.0,1.0,2018,10,276,Tuesday,30,44,0,5.35,5.954285714285715
2018-10-31,2.0,4.68,3.0,34.1,7.0,0.0,2.0,2.0,2018,10,276,Wednesday,31,44,0,9.33,5.668571428571428
2018-11-01,7.84,0.34,3.0,25.0,6.0,3.0,7.0,0.0,2018,11,276,Thursday,1,44,0,2.0,6.027142857142857
2018-11-02,5.14,1.845,0.0,32.6,8.2,0.0,1.0,3.3,2018,11,276,Friday,2,44,0,7.84,6.1899999999999995
2018-11-03,3.0,3.0,6.2,45.4,2.0,0.0,0.0,2.0,2018,11,276,Saturday,3,44,1,5.14,5.427142857142856
2018-11-04,13.99,4.896,0.0,52.0,7.0,0.0,13.0,1.0,2018,11,276,Sunday,4,44,1,3.0,6.664285714285714
2018-11-05,6.33,2.34,6.0,29.0,14.0,0.0,13.0,2.3,2018,11,276,Monday,5,45,0,13.99,6.804285714285713
2018-11-06,3.33,6.68,10.55,37.7,8.0,0.0,13.0,2.5,2018,11,276,Tuesday,6,45,0,6.33,5.947142857142857
2018-11-07,7.0,1.863,3.0,38.9,15.0,3.0,8.0,0.0,2018,11,276,Wednesday,7,45,0,3.33,6.661428571428571
2018-11-08,3.0,1.573,6.0,38.0,5.0,0.0,16.0,2.0,2018,11,276,Thursday,8,45,0,7.0,5.970000000000001
2018-11-09,5.0,0.67,5.0,43.0,7.0,1.0,22.0,0.0,2018,11,276,Friday,9,45,0,3.0,5.950000000000001
2018-11-10,4.33,2.417,2.0,35.6,7.0,1.0,11.0,1.1,2018,11,276,Saturday,10,45,1,5.0,6.140000000000001
2018-11-11,11.0,4.246,2.0,33.65,14.0,0.0,10.0,1.0,2018,11,276,Sunday,11,45,1,4.33,5.7128571428571435
2018-11-12,2.34,2.33,7.0,35.0,15.0,2.0,24.0,1.0,2018,11,276,Monday,12,46,0,11.0,5.142857142857143
2018-11-13,6.33,5.35,6.0,29.7,18.0,0.0,18.0,3.0,2018,11,276,Tuesday,13,46,0,2.34,5.571428571428571
2018-11-14,5.66,4.67,3.0,28.4,9.0,0.0,0.0,0.0,2018,11,276,Wednesday,14,46,0,6.33,5.38
2018-11-15,2.0,4.083,2.0,49.6,3.0,2.0,29.0,0.0,2018,11,276,Thursday,15,46,0,5.66,5.237142857142857
2018-11-16,8.33,2.66,4.0,21.5,6.0,0.0,6.0,0.4,2018,11,276,Friday,16,46,0,2.0,5.7128571428571435
2018-11-17,8.0,2.34,1.0,39.0,5.0,0.0,13.0,2.0,2018,11,276,Saturday,17,46,1,8.33,6.2371428571428575
2018-11-18,4.68,4.68,5.0,32.9,7.0,1.0,10.0,1.0,2018,11,276,Sunday,18,46,1,8.0,5.3342857142857145
2018-11-19,6.01,2.44,2.0,47.2,6.0,3.0,3.0,0.0,2018,11,276,Monday,19,47,0,4.68,5.8585714285714285
2018-11-20,5.33,3.803,4.0,31.5,4.0,1.0,10.0,3.0,2018,11,276,Tuesday,20,47,0,6.01,5.715714285714285
2018-11-21,7.0,2.34,3.25,22.0,5.0,0.0,5.0,1.0,2018,11,276,Wednesday,21,47,0,5.33,5.907142857142857
2018-11-22,8.0,7.066,3.0,22.4,9.0,0.0,15.0,2.0,2018,11,276,Thursday,22,47,0,7.0,6.764285714285713
2018-11-23,6.0,4.472,3.0,29.6,13.0,1.0,24.0,3.0,2018,11,276,Friday,23,47,0,8.0,6.431428571428571
2018-11-24,5.66,5.78,5.0,29.2,11.0,0.0,7.0,0.3,2018,11,276,Saturday,24,47,1,6.0,6.097142857142857
2018-11-25,5.33,3.593,3.15,19.1,6.0,1.0,3.0,2.0,2018,11,276,Sunday,25,47,1,5.66,6.1899999999999995
2018-11-26,5.33,2.34,2.0,36.3,15.0,1.0,16.0,3.0,2018,11,276,Monday,26,48,0,5.33,6.0928571428571425
2018-11-27,8.0,4.67,2.0,41.5,2.0,0.0,5.0,2.0,2018,11,276,Tuesday,27,48,0,5.33,6.474285714285714
2018-11-28,3.0,5.67,1.0,24.4,15.0,2.0,8.0,4.0,2018,11,276,Wednesday,28,48,0,8.0,5.902857142857143
2018-11-29,4.33,4.32,1.0,22.6,7.0,0.0,1.0,3.0,2018,11,276,Thursday,29,48,0,3.0,5.378571428571429
2018-11-30,1.0,3.01,1.0,22.4,3.0,0.0,0.0,2.5,2018,11,276,Friday,30,48,0,4.33,4.6642857142857155
2018-12-01,7.0,8.779,2.05,41.0,7.0,3.0,13.0,2.0,2018,12,276,Saturday,1,48,1,1.0,4.855714285714285
2018-12-02,3.17,5.779,10.0,65.7,6.0,0.0,27.0,8.0,2018,12,276,Sunday,2,48,1,7.0,4.547142857142857
2018-12-03,6.0,5.083,2.1,44.0,13.0,0.0,13.0,1.0,2018,12,276,Monday,3,49,0,3.17,4.642857142857143
2018-12-04,2.5,3.0,3.0,32.2,11.0,0.0,5.0,3.0,2018,12,276,Tuesday,4,49,0,6.0,3.857142857142857
2018-12-05,5.33,3.726,3.5,41.3,13.0,0.0,15.0,2.0,2018,12,276,Wednesday,5,49,0,2.5,4.19
2018-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,12,276,Thursday,6,49,0,5.33,3.5714285714285716
2018-12-07,5.0,3.01,3.0,47.4,14.0,0.0,12.0,3.0,2018,12,276,Friday,7,49,0,0.0,4.142857142857143
2018-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,12,276,Saturday,8,49,1,5.0,3.142857142857143
2018-12-09,4.66,6.69,4.1,57.7,9.0,0.0,11.0,0.0,2018,12,276,Sunday,9,49,1,0.0,3.3557142857142854
2018-12-10,4.0,5.0,1.5,23.8,12.0,1.0,7.0,1.0,2018,12,276,Monday,10,50,0,4.66,3.0700000000000003
2018-12-11,4.0,4.01,8.35,28.0,12.0,3.0,2.0,5.5,2018,12,276,Tuesday,11,50,0,4.0,3.2842857142857147
2018-12-12,4.33,2.0,3.0,37.6,11.0,0.0,21.0,0.0,2018,12,276,Wednesday,12,50,0,4.0,3.141428571428572
2018-12-13,3.68,2.243,3.0,47.5,6.0,0.0,6.0,0.0,2018,12,276,Thursday,13,50,0,4.33,3.6671428571428573
2018-12-14,2.0,2.0,0.2,23.4,2.0,1.0,29.0,1.0,2018,12,276,Friday,14,50,0,3.68,3.238571428571429
2018-12-15,4.0,2.34,3.45,62.4,5.0,0.0,26.0,2.3,2018,12,276,Saturday,15,50,1,2.0,3.81
2018-12-16,1.33,4.32,0.2,27.0,3.0,0.0,7.0,1.0,2018,12,276,Sunday,16,50,1,4.0,3.334285714285714
2018-12-17,6.34,2.01,5.0,53.0,6.0,1.0,22.0,2.0,2018,12,276,Monday,17,51,0,1.33,3.6685714285714286
2018-12-18,0.33,2.473,1.0,34.5,12.0,3.0,9.0,2.0,2018,12,276,Tuesday,18,51,0,6.34,3.144285714285714
2018-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,12,276,Wednesday,19,51,0,0.33,2.525714285714286
2018-12-20,8.34,1.66,1.0,27.0,12.0,3.0,1.0,0.0,2018,12,276,Thursday,20,51,0,0.0,3.1914285714285713
2018-12-21,2.0,1.35,0.0,35.0,12.0,1.0,13.0,1.0,2018,12,276,Friday,21,51,0,8.34,3.1914285714285713
2018-12-22,8.34,3.34,4.5,43.4,3.0,1.0,0.0,0.0,2018,12,276,Saturday,22,51,1,2.0,3.8114285714285714
2018-12-23,12.33,6.406,2.3,47.7,8.0,0.0,13.0,4.0,2018,12,276,Sunday,23,51,1,8.34,5.382857142857143
2018-12-24,8.67,4.35,1.0,32.0,20.0,0.0,8.0,1.0,2018,12,276,Monday,24,52,0,12.33,5.715714285714285
2018-12-25,8.0,6.076,5.1,42.6,9.0,3.0,21.0,2.0,2018,12,276,Tuesday,25,52,0,8.67,6.811428571428571
2018-12-26,1.0,0.66,2.15,50.0,8.0,1.0,13.0,2.0,2018,12,276,Wednesday,26,52,0,8.0,6.954285714285715
2018-12-27,3.68,3.01,3.05,40.6,8.0,0.0,7.0,0.0,2018,12,276,Thursday,27,52,0,1.0,6.288571428571429
2018-12-28,11.67,5.845,1.0,56.4,11.0,6.0,9.0,0.0,2018,12,276,Friday,28,52,0,3.68,7.67
2018-12-29,6.68,5.611,1.0,68.35,5.0,0.0,7.0,2.0,2018,12,276,Saturday,29,52,1,11.67,7.432857142857143
2018-12-30,5.33,7.593,5.0,59.9,6.0,0.0,31.0,3.3,2018,12,276,Sunday,30,52,1,6.68,6.432857142857143
2018-12-31,8.0,4.66,5.2,44.5,10.0,0.0,6.0,4.0,2018,12,276,Monday,31,1,0,5.33,6.337142857142857
